PSD_Area,Morphology,GluA2_Area,#_Cluster,timepoint,condition,GluA2_Area_per_cluster,PSD_Area_per_cluster
0.136,0,0.04,2,30,cLTP,0.02,0.068
0.18,1,0.031,1,30,cLTP,0.031,0.18
0.502,0,0.109,3,30,cLTP,0.036333333333333336,0.16733333333333333
1.097,1,0.4620000000000001,5,30,cLTP,0.09240000000000001,0.21939999999999998
0.316,2,0.067,2,30,cLTP,0.0335,0.158
0.114,0,0.122,1,30,cLTP,0.122,0.114
0.358,0,0.103,1,30,cLTP,0.103,0.358
0.016,0,0.03,1,30,cLTP,0.03,0.016
0.149,2,0.0209999999999999,2,30,cLTP,0.01049999999999995,0.0745
0.082,0,0.026,1,30,cLTP,0.026,0.082
0.301,0,0.0689999999999999,2,30,cLTP,0.03449999999999995,0.1505
0.19,0,0.095,2,30,cLTP,0.0475,0.095
0.22,2,0.194,3,60,cLTP,0.06466666666666666,0.07333333333333333
0.322,3,0.195,4,60,cLTP,0.04875,0.0805
0.243,0,0.004,1,60,cLTP,0.004,0.243
0.147,0,0.136,1,60,cLTP,0.136,0.147
0.093,0,0.047,1,60,cLTP,0.047,0.093
0.131,0,0.076,1,60,cLTP,0.076,0.131
0.443,1,0.297,1,60,cLTP,0.297,0.443
0.206,0,0.142,1,60,cLTP,0.142,0.206
0.267,0,0.123,1,60,cLTP,0.123,0.267
0.158,0,0.038,1,60,cLTP,0.038,0.158
0.105,0,0.094,2,60,cLTP,0.047,0.0525
0.11,0,0.07,1,60,cLTP,0.07,0.11
0.153,2,0.04,1,60,cLTP,0.04,0.153
0.222,0,0.064,2,60,cLTP,0.032,0.111
0.176,0,0.074,1,60,cLTP,0.074,0.176
0.22,0,0.06,1,60,cLTP,0.06,0.22
0.266,0,0.152,1,60,cLTP,0.152,0.266
0.293,3,0.266,1,60,cLTP,0.266,0.293
0.198,0,0.184,1,60,cLTP,0.184,0.198
0.1,0,0.055,1,60,cLTP,0.055,0.1
0.28,0,0.176,1,60,cLTP,0.176,0.28
0.195,0,0.117,1,60,cLTP,0.117,0.195
0.102,0,0.041,1,60,cLTP,0.041,0.102
0.199,0,0.135,1,60,cLTP,0.135,0.199
0.2,2,0.022,1,60,cLTP,0.022,0.2
0.261,2,0.126,1,60,cLTP,0.126,0.261
0.28,0,0.19,1,60,cLTP,0.19,0.28
0.184,0,0.057,1,60,cLTP,0.057,0.184
0.742,1,0.24,2,60,cLTP,0.12,0.371
0.128,0,0.023,1,60,cLTP,0.023,0.128
0.491,1,0.079,1,60,cLTP,0.079,0.491
0.502,3,0.207,3,60,cLTP,0.06899999999999999,0.16733333333333333
0.27,0,0.138,1,60,cLTP,0.138,0.27
0.426,0,0.145,2,60,cLTP,0.0725,0.213
0.518,1,0.364,1,60,cLTP,0.364,0.518
0.231,2,0.076,2,60,cLTP,0.038,0.1155
0.276,0,0.119,2,60,cLTP,0.0595,0.138
0.12,0,0.045,2,60,cLTP,0.0225,0.06
0.148,0,0.07,1,60,cLTP,0.07,0.148
0.277,0,0.12,1,60,cLTP,0.12,0.277
0.435,1,0.099,2,60,cLTP,0.0495,0.2175
0.488,1,0.129,3,60,cLTP,0.043000000000000003,0.16266666666666665
0.194,0,0.128,1,60,cLTP,0.128,0.194
0.275,0,0.022,1,60,cLTP,0.022,0.275
0.354,0,0.371,2,60,cLTP,0.1855,0.177
0.183,0,0.099,1,60,cLTP,0.099,0.183
0.4,0,0.468,1,60,cLTP,0.468,0.4
0.247,0,0.099,2,60,cLTP,0.0495,0.1235
0.253,2,0.071,1,60,cLTP,0.071,0.253
0.196,0,0.1488,1,60,cLTP,0.1488,0.196
0.964,1,1.235,1,60,cLTP,1.235,0.964
0.502,1,0.493,1,60,cLTP,0.493,0.502
0.773,2,0.689,1,60,cLTP,0.689,0.773
0.331,0,0.097,2,60,cLTP,0.0485,0.1655
0.21,0,0.16,1,60,cLTP,0.16,0.21
0.366,0,0.315,1,60,cLTP,0.315,0.366
0.428,2,0.152,1,60,cLTP,0.152,0.428
0.197,0,0.072,1,60,cLTP,0.072,0.197
0.268,0,0.199,1,60,cLTP,0.199,0.268
0.206,0,0.147,1,60,cLTP,0.147,0.206
0.635,0,0.106,2,60,cLTP,0.053,0.3175
0.17,0,0.079,1,60,cLTP,0.079,0.17
0.275,2,0.0419999999999999,1,60,cLTP,0.0419999999999999,0.275
0.24,0,0.003,1,60,cLTP,0.003,0.24
0.211,0,0.036,1,60,cLTP,0.036,0.211
0.31,0,0.12,2,60,cLTP,0.06,0.155
0.368,0,0.276,1,60,cLTP,0.276,0.368
0.44,0,0.108,1,60,cLTP,0.108,0.44
0.271,2,0.084,1,60,cLTP,0.084,0.271
0.293,0,0.157,1,60,cLTP,0.157,0.293
0.207,0,0.129,1,60,cLTP,0.129,0.207
0.279,0,0.066,1,60,cLTP,0.066,0.279
0.416,2,0.147,2,60,cLTP,0.0735,0.208
0.256,0,0.124,1,60,cLTP,0.124,0.256
0.792,0,0.283,2,60,cLTP,0.1415,0.396
0.453,0,0.52,1,60,cLTP,0.52,0.453
0.279,2,0.242,1,60,cLTP,0.242,0.279
0.446,0,0.146,1,60,cLTP,0.146,0.446
0.14,0,0.11,1,60,cLTP,0.11,0.14
0.581,0,0.317,2,60,cLTP,0.1585,0.2905
0.262,2,0.066,1,60,cLTP,0.066,0.262
0.166,0,0.039,2,60,cLTP,0.0195,0.083
0.222,0,0.108,1,60,cLTP,0.108,0.222
0.289,0,0.043,1,60,cLTP,0.043,0.289
0.332,0,0.176,1,60,cLTP,0.176,0.332
0.184,0,0.102,1,60,cLTP,0.102,0.184
0.366,0,0.137,1,60,cLTP,0.137,0.366
0.222,0,0.13,1,60,cLTP,0.13,0.222
0.243,0,0.1,1,60,cLTP,0.1,0.243
0.365,3,0.033,1,60,cLTP,0.033,0.365
0.151,0,0.132,1,60,cLTP,0.132,0.151
0.367,0,0.383,1,60,cLTP,0.383,0.367
0.193,0,0.264,1,60,cLTP,0.264,0.193
0.264,3,0.1699999999999999,3,60,cLTP,0.056666666666666636,0.08800000000000001
0.264,1,0.2239999999999999,1,60,cLTP,0.2239999999999999,0.264
0.212,0,0.099,2,60,cLTP,0.0495,0.106
0.302,0,0.256,1,60,cLTP,0.256,0.302
0.123,0,0.288,1,60,cLTP,0.288,0.123
0.144,0,0.033,1,60,cLTP,0.033,0.144
0.351,1,0.372,1,60,cLTP,0.372,0.351
0.199,0,0.178,1,60,cLTP,0.178,0.199
0.142,0,0.133,1,60,cLTP,0.133,0.142
0.134,0,0.023,1,60,cLTP,0.023,0.134
0.244,1,0.324,1,60,cLTP,0.324,0.244
0.273,0,0.116,2,60,cLTP,0.058,0.1365
0.26,0,0.191,1,60,cLTP,0.191,0.26
0.236,0,0.282,1,60,cLTP,0.282,0.236
0.168,0,0.052,1,60,cLTP,0.052,0.168
0.095,0,0.09,1,60,cLTP,0.09,0.095
0.204,1,0.171,1,60,cLTP,0.171,0.204
0.228,0,0.141,1,60,cLTP,0.141,0.228
0.284,0,0.461,1,60,cLTP,0.461,0.284
0.207,0,0.06,1,60,cLTP,0.06,0.207
0.562,1,0.056,3,60,cLTP,0.018666666666666668,0.18733333333333335
0.122,0,0.059,2,60,cLTP,0.0295,0.061
0.372,0,0.128,1,60,cLTP,0.128,0.372
0.194,3,0.027,1,60,cLTP,0.027,0.194
0.514,2,0.31,4,60,cLTP,0.0775,0.1285
0.53,1,0.403,3,60,cLTP,0.13433333333333333,0.17666666666666667
0.109,0,0.059,1,60,cLTP,0.059,0.109
0.251,0,0.264,1,60,cLTP,0.264,0.251
0.532,0,0.064,1,60,cLTP,0.064,0.532
0.269,0,0.104,2,60,cLTP,0.052,0.1345
0.44,1,0.064,2,60,cLTP,0.032,0.22
1.016,1,0.291,3,60,cLTP,0.09699999999999999,0.33866666666666667
0.124,0,0.051,1,60,cLTP,0.051,0.124
0.194,0,0.064,1,60,cLTP,0.064,0.194
0.123,0,0.048,2,60,cLTP,0.024,0.0615
0.649,2,0.431,2,60,cLTP,0.2155,0.3245
0.472,0,0.258,2,60,cLTP,0.129,0.236
0.128,0,0.008,1,60,cLTP,0.008,0.128
0.121,0,0.04,1,60,cLTP,0.04,0.121
0.265,0,0.09,1,60,cLTP,0.09,0.265
0.215,1,0.224,3,60,cLTP,0.07466666666666667,0.07166666666666667
0.166,0,0.111,2,60,cLTP,0.0555,0.083
0.589,1,0.057,3,60,cLTP,0.019,0.19633333333333333
0.429,1,0.124,3,60,cLTP,0.04133333333333333,0.143
0.301,0,0.13,1,60,cLTP,0.13,0.301
0.15,0,0.016,1,60,cLTP,0.016,0.15
0.178,0,0.028,1,60,cLTP,0.028,0.178
0.17,0,0.067,1,60,cLTP,0.067,0.17
0.084,0,0.023,1,60,cLTP,0.023,0.084
0.27,0,0.015,1,60,cLTP,0.015,0.27
0.14,0,0.007,1,60,cLTP,0.007,0.14
0.111,0,0.053,1,60,cLTP,0.053,0.111
0.158,0,0.064,1,60,cLTP,0.064,0.158
0.086,0,0.091,1,60,cLTP,0.091,0.086
0.193,0,0.1,1,60,cLTP,0.1,0.193
0.24,0,0.403,1,60,cLTP,0.403,0.24
0.199,0,0.074,1,60,cLTP,0.074,0.199
0.572,1,0.107,2,60,cLTP,0.0535,0.286
0.275,0,0.073,2,60,cLTP,0.0365,0.1375
0.145,0,0.014,1,60,cLTP,0.014,0.145
0.21,0,0.053,2,60,cLTP,0.0265,0.105
0.205,0,0.023,2,60,cLTP,0.0115,0.1025
0.194,2,0.121,1,60,cLTP,0.121,0.194
0.18,0,0.028,1,60,cLTP,0.028,0.18
0.255,0,0.096,1,60,cLTP,0.096,0.255
0.208,0,0.118,1,60,cLTP,0.118,0.208
0.246,0,0.012,1,60,cLTP,0.012,0.246
0.603,1,0.074,2,60,cLTP,0.037,0.3015
0.345,0,0.091,1,60,cLTP,0.091,0.345
0.397,0,0.06,1,60,cLTP,0.06,0.397
0.224,0,0.086,1,60,cLTP,0.086,0.224
0.421,0,0.118,2,60,cLTP,0.059,0.2105
0.152,0,0.0004,1,60,cLTP,0.0004,0.152
0.129,0,0.019,1,60,cLTP,0.019,0.129
0.426,2,0.16,2,60,cLTP,0.08,0.213
0.31,0,0.075,1,60,cLTP,0.075,0.31
0.227,0,0.042,1,60,cLTP,0.042,0.227
0.178,0,0.062,2,60,cLTP,0.031,0.089
0.15,0,0.074,1,60,cLTP,0.074,0.15
0.297,0,0.026,2,60,cLTP,0.013,0.1485
0.278,0,0.0076,1,60,cLTP,0.0076,0.278
0.243,2,0.045,3,60,cLTP,0.015,0.081
0.339,2,0.059,1,60,cLTP,0.059,0.339
0.247,0,0.006,1,60,cLTP,0.006,0.247
0.2289999999999999,2,0.115,1,60,cLTP,0.115,0.2289999999999999
0.249,0,0.054,1,60,cLTP,0.054,0.249
0.343,0,0.06,2,60,cLTP,0.03,0.1715
0.249,0,0.0068,1,60,cLTP,0.0068,0.249
0.174,0,0.101,1,60,cLTP,0.101,0.174
0.304,0,0.019,1,60,cLTP,0.019,0.304
0.272,0,0.077,2,60,cLTP,0.0385,0.136
0.305,0,0.01,1,60,cLTP,0.01,0.305
0.327,0,0.185,2,60,cLTP,0.0925,0.1635
0.368,0,0.062,1,60,cLTP,0.062,0.368
0.39,0,0.105,5,60,cLTP,0.020999999999999998,0.078
0.349,1,0.115,2,60,cLTP,0.0575,0.1745
0.347,2,0.285,1,60,cLTP,0.285,0.347
0.442,0,0.15,2,60,cLTP,0.075,0.221
0.283,0,0.0559999999999999,2,60,cLTP,0.02799999999999995,0.1415
0.233,0,0.128,1,60,cLTP,0.128,0.233
0.215,0,0.0689999999999999,2,60,cLTP,0.03449999999999995,0.1075
0.165,0,0.043,1,60,cLTP,0.043,0.165
0.295,0,0.034,1,60,cLTP,0.034,0.295
0.421,2,0.125,1,60,cLTP,0.125,0.421
0.261,0,0.091,1,60,cLTP,0.091,0.261
0.26,2,0.084,1,60,cLTP,0.084,0.26
0.231,0,0.0289999999999999,1,60,cLTP,0.0289999999999999,0.231
0.221,0,0.097,1,60,cLTP,0.097,0.221
0.206,0,0.006,1,60,cLTP,0.006,0.206
0.206,0,0.013,1,60,cLTP,0.013,0.206
0.298,0,0.142,3,60,cLTP,0.04733333333333333,0.09933333333333333
0.195,0,0.043,1,60,cLTP,0.043,0.195
0.168,0,0.078,1,60,cLTP,0.078,0.168
0.297,0,0.249,1,60,cLTP,0.249,0.297
0.226,0,0.141,1,60,cLTP,0.141,0.226
0.313,0,0.187,1,60,cLTP,0.187,0.313
0.382,0,0.079,2,60,cLTP,0.0395,0.191
0.315,1,0.17,1,60,cLTP,0.17,0.315
0.361,1,0.154,1,60,cLTP,0.154,0.361
0.324,2,0.121,1,60,cLTP,0.121,0.324
0.291,0,0.018,1,60,cLTP,0.018,0.291
0.538,0,0.368,1,120,cLTP,0.368,0.538
0.402,1,0.243,2,120,cLTP,0.1215,0.201
0.36,1,0.077,2,120,cLTP,0.0385,0.18
0.218,0,0.073,1,120,cLTP,0.073,0.218
0.464,1,0.209,2,120,cLTP,0.1045,0.232
0.239,2,0.089,2,120,cLTP,0.0445,0.1195
0.354,3,0.207,3,120,cLTP,0.06899999999999999,0.118
0.401,1,0.175,2,120,cLTP,0.0875,0.2005
0.219,0,0.04,1,120,cLTP,0.04,0.219
0.4519999999999999,2,0.128,3,120,cLTP,0.042666666666666665,0.15066666666666664
0.287,0,0.146,1,120,cLTP,0.146,0.287
0.109,0,0.108,1,120,cLTP,0.108,0.109
0.527,1,0.257,1,120,cLTP,0.257,0.527
0.126,0,0.021,1,120,cLTP,0.021,0.126
0.216,0,0.042,2,120,cLTP,0.021,0.108
0.317,0,0.184,1,120,cLTP,0.184,0.317
0.419,2,0.241,3,120,cLTP,0.08033333333333333,0.13966666666666666
0.209,0,0.246,1,120,cLTP,0.246,0.209
0.121,0,0.098,1,120,cLTP,0.098,0.121
0.179,0,0.131,1,120,cLTP,0.131,0.179
0.416,2,0.349,1,120,cLTP,0.349,0.416
0.098,0,0.058,1,120,cLTP,0.058,0.098
0.448,1,0.396,2,120,cLTP,0.198,0.224
0.105,0,0.165,2,120,cLTP,0.0825,0.0525
0.122,0,0.202,1,120,cLTP,0.202,0.122
0.154,0,0.1149999999999999,2,120,cLTP,0.05749999999999995,0.077
0.204,1,0.189,3,120,cLTP,0.063,0.06799999999999999
0.176,0,0.269,1,120,cLTP,0.269,0.176
0.166,0,0.179,1,120,cLTP,0.179,0.166
0.085,2,0.145,2,120,cLTP,0.0725,0.0425
0.093,0,0.159,1,120,cLTP,0.159,0.093
0.0289999999999999,2,0.098,2,120,cLTP,0.049,0.01449999999999995
0.171,1,0.101,1,120,cLTP,0.101,0.171
0.143,0,0.226,1,120,cLTP,0.226,0.143
0.211,0,0.222,1,120,cLTP,0.222,0.211
0.1,0,0.049,2,120,cLTP,0.0245,0.05
0.068,0,0.063,2,120,cLTP,0.0315,0.034
0.135,2,0.144,2,120,cLTP,0.072,0.0675
0.13,1,0.12,1,120,cLTP,0.12,0.13
0.093,0,0.03,1,120,cLTP,0.03,0.093
0.075,1,0.146,1,120,cLTP,0.146,0.075
0.046,0,0.184,1,120,cLTP,0.184,0.046
0.15,0,0.112,1,120,cLTP,0.112,0.15
0.1,1,0.236,2,120,cLTP,0.118,0.05
0.065,0,0.056,1,120,cLTP,0.056,0.065
0.045,0,0.126,1,120,cLTP,0.126,0.045
0.255,2,0.291,3,120,cLTP,0.09699999999999999,0.085
0.202,1,0.269,1,120,cLTP,0.269,0.202
0.17,0,0.188,2,120,cLTP,0.094,0.085
0.068,0,0.111,1,120,cLTP,0.111,0.068
0.1,0,0.085,1,120,cLTP,0.085,0.1
0.135,0,0.334,1,120,cLTP,0.334,0.135
0.03,0,0.068,1,120,cLTP,0.068,0.03
0.101,2,0.181,3,120,cLTP,0.06033333333333333,0.03366666666666667
0.128,0,0.268,1,120,cLTP,0.268,0.128
0.156,0,0.302,1,120,cLTP,0.302,0.156
0.471,1,0.438,1,120,cLTP,0.438,0.471
0.132,0,0.387,1,120,cLTP,0.387,0.132
0.738,2,0.912,1,120,cLTP,0.912,0.738
0.335,1,0.457,1,120,cLTP,0.457,0.335
0.481,1,0.414,1,120,cLTP,0.414,0.481
0.33,0,0.316,1,120,cLTP,0.316,0.33
0.59,1,0.4559999999999999,2,120,cLTP,0.22799999999999995,0.295
0.282,1,0.129,3,120,cLTP,0.043000000000000003,0.09399999999999999
0.315,0,0.2299999999999999,2,120,cLTP,0.11499999999999995,0.1575
0.474,3,0.2679999999999999,4,120,cLTP,0.06699999999999998,0.1185
0.249,2,0.182,2,120,cLTP,0.091,0.1245
0.55,1,0.492,2,120,cLTP,0.246,0.275
0.178,0,0.158,2,120,cLTP,0.079,0.089
0.188,0,0.0699999999999999,2,120,cLTP,0.03499999999999995,0.094
0.141,0,0.139,1,120,cLTP,0.139,0.141
0.174,0,0.136,1,120,cLTP,0.136,0.174
0.238,0,0.225,1,120,cLTP,0.225,0.238
0.312,0,0.159,4,120,cLTP,0.03975,0.078
0.429,1,0.454,1,120,cLTP,0.454,0.429
0.201,2,0.235,2,120,cLTP,0.1175,0.1005
0.239,2,0.115,2,120,cLTP,0.0575,0.1195
0.373,1,0.254,2,120,cLTP,0.127,0.1865
0.298,0,0.213,1,120,cLTP,0.213,0.298
0.092,0,0.07,1,120,cLTP,0.07,0.092
0.105,2,0.15,2,120,cLTP,0.075,0.0525
0.264,0,0.278,1,120,cLTP,0.278,0.264
0.345,2,0.192,2,120,cLTP,0.096,0.1725
0.375,0,0.387,1,120,cLTP,0.387,0.375
0.325,1,0.244,1,120,cLTP,0.244,0.325
0.242,0,0.254,1,120,cLTP,0.254,0.242
0.33,1,0.296,1,120,cLTP,0.296,0.33
0.414,0,0.331,1,120,cLTP,0.331,0.414
0.24,1,0.232,1,120,cLTP,0.232,0.24
0.102,0,0.195,1,120,cLTP,0.195,0.102
0.382,1,0.538,1,120,cLTP,0.538,0.382
0.282,0,0.245,1,120,cLTP,0.245,0.282
0.324,1,0.077,2,120,cLTP,0.0385,0.162
0.305,2,0.143,3,120,cLTP,0.04766666666666666,0.10166666666666667
0.169,0,0.188,1,120,cLTP,0.188,0.169
0.449,3,0.621,1,120,cLTP,0.621,0.449
0.147,1,0.067,2,120,cLTP,0.0335,0.0735
0.162,0,0.082,1,120,cLTP,0.082,0.162
0.682,1,0.247,2,120,cLTP,0.1235,0.341
0.1999999999999999,2,0.257,2,120,cLTP,0.1285,0.09999999999999995
0.522,0,0.444,1,120,cLTP,0.444,0.522
0.556,1,0.41,3,120,cLTP,0.13666666666666666,0.18533333333333335
0.058,0,0.092,1,120,cLTP,0.092,0.058
0.298,2,0.228,2,120,cLTP,0.114,0.149
0.122,2,0.098,1,120,cLTP,0.098,0.122
0.274,0,0.246,2,120,cLTP,0.123,0.137
0.351,1,0.215,1,120,cLTP,0.215,0.351
0.383,1,0.258,1,120,cLTP,0.258,0.383
0.303,1,0.475,1,120,cLTP,0.475,0.303
0.109,2,0.143,1,120,cLTP,0.143,0.109
0.122,0,0.094,1,120,cLTP,0.094,0.122
0.2019999999999999,2,0.1788,2,120,cLTP,0.0894,0.10099999999999995
0.173,0,0.064,1,120,cLTP,0.064,0.173
0.122,0,0.018,1,120,cLTP,0.018,0.122
0.268,0,0.078,2,120,cLTP,0.039,0.134
0.264,0,0.186,2,120,cLTP,0.093,0.132
0.183,0,0.152,1,120,cLTP,0.152,0.183
0.219,0,0.101,2,120,cLTP,0.0505,0.1095
0.192,0,0.242,1,120,cLTP,0.242,0.192
0.137,0,0.099,1,120,cLTP,0.099,0.137
0.112,0,0.155,1,120,cLTP,0.155,0.112
0.45,0,0.495,1,120,cLTP,0.495,0.45
0.252,2,0.194,2,120,cLTP,0.097,0.126
0.6719999999999999,1,0.674,2,120,cLTP,0.337,0.33599999999999997
0.403,1,0.48,1,120,cLTP,0.48,0.403
0.29,0,0.155,2,120,cLTP,0.0775,0.145
0.336,1,0.064,2,120,cLTP,0.032,0.168
0.639,1,0.344,2,120,cLTP,0.172,0.3195
0.231,0,0.1619999999999999,2,120,cLTP,0.08099999999999995,0.1155
0.271,0,0.242,1,120,cLTP,0.242,0.271
0.21,0,0.261,1,120,cLTP,0.261,0.21
0.276,1,0.057,2,120,cLTP,0.0285,0.138
0.179,0,0.235,1,120,cLTP,0.235,0.179
0.207,0,0.052,2,120,cLTP,0.026,0.1035
0.506,0,0.432,1,120,cLTP,0.432,0.506
0.285,0,0.132,1,120,cLTP,0.132,0.285
0.678,1,0.701,2,120,cLTP,0.3505,0.339
0.247,0,0.222,1,120,cLTP,0.222,0.247
0.098,0,0.137,2,120,cLTP,0.0685,0.049
0.217,0,0.085,2,120,cLTP,0.0425,0.1085
0.284,1,0.286,3,120,cLTP,0.09533333333333333,0.09466666666666666
0.362,1,0.118,4,120,cLTP,0.0295,0.0905
0.1159999999999999,2,0.0008,1,120,cLTP,0.0008,0.1159999999999999
0.083,2,0.088,1,120,cLTP,0.088,0.083
0.472,1,0.565,3,120,cLTP,0.18833333333333332,0.15733333333333333
0.163,0,0.155,1,120,cLTP,0.155,0.163
0.117,0,0.088,1,120,cLTP,0.088,0.117
0.078,0,0.017,1,120,cLTP,0.017,0.078
0.145,2,0.125,2,120,cLTP,0.0625,0.0725
0.278,1,0.356,2,120,cLTP,0.178,0.139
0.136,0,0.056,1,120,cLTP,0.056,0.136
0.1149999999999999,2,0.031,2,120,cLTP,0.0155,0.05749999999999995
0.113,0,0.353,1,120,cLTP,0.353,0.113
0.175,0,0.111,2,120,cLTP,0.0555,0.0875
0.426,2,0.191,2,120,cLTP,0.0955,0.213
0.336,2,0.047,2,120,cLTP,0.0235,0.168
0.596,1,0.281,1,120,cLTP,0.281,0.596
0.353,1,0.064,2,120,cLTP,0.032,0.1765
0.276,0,0.111,2,120,cLTP,0.0555,0.138
0.264,0,0.218,1,120,cLTP,0.218,0.264
0.412,0,0.3,5,120,cLTP,0.06,0.0824
0.267,0,0.148,3,120,cLTP,0.04933333333333333,0.08900000000000001
0.186,0,0.048,1,120,cLTP,0.048,0.186
0.275,0,0.009,1,120,cLTP,0.009,0.275
0.106,0,0.091,1,120,cLTP,0.091,0.106
0.269,0,0.093,3,120,cLTP,0.031,0.08966666666666667
0.212,0,0.003,1,120,cLTP,0.003,0.212
0.185,0,0.053,2,120,cLTP,0.0265,0.0925
0.151,0,0.012,1,120,cLTP,0.012,0.151
0.265,0,0.0419999999999999,2,120,cLTP,0.02099999999999995,0.1325
0.137,0,0.04,1,120,cLTP,0.04,0.137
0.172,2,0.094,3,120,cLTP,0.03133333333333333,0.057333333333333326
0.136,0,0.052,1,120,cLTP,0.052,0.136
0.28,1,0.242,2,120,cLTP,0.121,0.14
0.126,0,0.057,1,120,cLTP,0.057,0.126
0.178,0,0.091,2,120,cLTP,0.0455,0.089
0.124,0,0.105,1,120,cLTP,0.105,0.124
0.182,0,0.115,1,120,cLTP,0.115,0.182
0.12,2,0.065,3,120,cLTP,0.021666666666666667,0.04
0.314,2,0.133,2,120,cLTP,0.0665,0.157
0.106,0,0.096,2,120,cLTP,0.048,0.053
0.14,0,0.025,1,120,cLTP,0.025,0.14
0.098,0,0.06,1,120,cLTP,0.06,0.098
0.168,0,0.047,1,120,cLTP,0.047,0.168
0.087,0,0.06,1,120,cLTP,0.06,0.087
0.1,0,0.061,1,120,cLTP,0.061,0.1
0.254,1,0.294,1,120,cLTP,0.294,0.254
0.127,0,0.15,1,120,cLTP,0.15,0.127
0.207,0,0.094,1,120,cLTP,0.094,0.207
0.352,0,0.204,1,120,cLTP,0.204,0.352
0.298,3,0.2299999999999999,2,120,cLTP,0.11499999999999995,0.149
0.131,0,0.182,1,120,cLTP,0.182,0.131
0.18,0,0.016,1,120,cLTP,0.016,0.18
0.094,2,0.166,2,120,cLTP,0.083,0.047
0.3239999999999999,2,0.107,2,120,cLTP,0.0535,0.16199999999999995
0.272,0,0.204,2,120,cLTP,0.102,0.136
0.087,0,0.211,1,120,cLTP,0.211,0.087
0.117,0,0.154,1,120,cLTP,0.154,0.117
0.107,2,0.151,2,120,cLTP,0.0755,0.0535
0.054,2,0.106,2,120,cLTP,0.053,0.027
0.314,2,0.084,1,120,cLTP,0.084,0.314
0.099,0,0.016,1,120,cLTP,0.016,0.099
0.125,0,0.01,1,120,cLTP,0.01,0.125
0.14,0,0.066,1,120,cLTP,0.066,0.14
0.154,0,0.0042,1,120,cLTP,0.0042,0.154
0.112,0,0.061,1,120,cLTP,0.061,0.112
0.136,2,0.052,1,120,cLTP,0.052,0.136
0.154,2,0.199,2,120,cLTP,0.0995,0.077
0.145,0,0.074,2,120,cLTP,0.037,0.0725
0.548,1,0.102,1,120,cLTP,0.102,0.548
